"states","years","quarter","district","transaction_count","transaction_amount"
"Tamil Nadu",2021,4,"tiruchirappalli district","792","1056977"
"Tamil Nadu",2021,4,"ramanathapuram district","210","271287"
"Tamil Nadu",2021,4,"krishnagiri district","1323","1653893"
"Tamil Nadu",2021,4,"cuddalore district","540","756151"
"Tamil Nadu",2021,4,"kancheepuram district","2055","2467606"
"Tamil Nadu",2021,4,"tiruppur district","2096","2467072"
"Tamil Nadu",2021,4,"dharmapuri district","289","479613"
"Tamil Nadu",2021,4,"thoothukkudi district","326","512260"
"Tamil Nadu",2021,4,"thanjavur district","402","746619"
"Tamil Nadu",2021,4,"madurai district","1507","1719722"
"Tamil Nadu",2021,4,"tiruvannamalai district","339","452061"
"Tamil Nadu",2021,4,"salem district","959","1307980"
"Tamil Nadu",2021,4,"nagapattinam district","232","325491"
"Tamil Nadu",2021,4,"tirupathur district","286","401281"
"Tamil Nadu",2021,4,"ariyalur district","129","166205"
"Tamil Nadu",2021,4,"chennai district","5769","6143037"
"Tamil Nadu",2021,4,"the nilgiris district","285","475488"
"Tamil Nadu",2021,4,"erode district","677","1113805"
"Tamil Nadu",2021,4,"karur district","247","344098"
"Tamil Nadu",2021,4,"kallakkurichi district","199","297923"
"Tamil Nadu",2021,4,"viluppuram district","406","584387"
"Tamil Nadu",2021,4,"pudukkottai district","207","259149"
"Tamil Nadu",2021,4,"perambalur district","73","89288"
"Tamil Nadu",2021,4,"coimbatore district","2943","4272322"
"Tamil Nadu",2021,4,"virudhunagar district","405","514159"
"Tamil Nadu",2021,4,"dindigul district","552","706258"
"Tamil Nadu",2021,4,"sivaganga district","201","314440"
"Tamil Nadu",2021,4,"tenkasi district","189","251325"
"Tamil Nadu",2021,4,"chengalpattu district","2877","3652362"
"Tamil Nadu",2021,4,"kanniyakumari district","412","656152"
"Tamil Nadu",2021,4,"tirunelveli district","499","652318"
"Tamil Nadu",2021,4,"thiruvallur district","3895","4604901"
"Tamil Nadu",2021,4,"theni district","286","427075"
"Tamil Nadu",2021,4,"ranipet district","326","452834"
"Tamil Nadu",2021,4,"namakkal district","396","579361"
"Tamil Nadu",2021,4,"vellore district","544","777861"
"Tamil Nadu",2021,4,"thiruvarur district","164","231529"
"Tamil Nadu",2022,1,"tiruchirappalli district","1034","1459109"
"Tamil Nadu",2022,1,"ramanathapuram district","220","366054"
"Tamil Nadu",2022,1,"krishnagiri district","1582","2435788"
"Tamil Nadu",2022,1,"cuddalore district","763","1249929"
"Tamil Nadu",2022,1,"kancheepuram district","3182","3910459"
"Tamil Nadu",2022,1,"tiruppur district","2393","3287882"
"Tamil Nadu",2022,1,"dharmapuri district","367","636107"
"Tamil Nadu",2022,1,"thoothukkudi district","482","833977"
"Tamil Nadu",2022,1,"thanjavur district","599","926904"
"Tamil Nadu",2022,1,"madurai district","1996","2487362"
"Tamil Nadu",2022,1,"tiruvannamalai district","494","792716"
"Tamil Nadu",2022,1,"salem district","1415","2147587"
"Tamil Nadu",2022,1,"nagapattinam district","333","574536"
"Tamil Nadu",2022,1,"tirupathur district","325","503152"
"Tamil Nadu",2022,1,"ariyalur district","183","276135"
"Tamil Nadu",2022,1,"chennai district","9138","9949256"
"Tamil Nadu",2022,1,"the nilgiris district","330","627279"
"Tamil Nadu",2022,1,"erode district","1139","1890815"
"Tamil Nadu",2022,1,"karur district","311","474739"
"Tamil Nadu",2022,1,"kallakkurichi district","268","483534"
"Tamil Nadu",2022,1,"viluppuram district","557","883618"
"Tamil Nadu",2022,1,"pudukkottai district","233","361402"
"Tamil Nadu",2022,1,"perambalur district","92","173486"
"Tamil Nadu",2022,1,"coimbatore district","4682","6798923"
"Tamil Nadu",2022,1,"virudhunagar district","423","633652"
"Tamil Nadu",2022,1,"dindigul district","619","1122922"
"Tamil Nadu",2022,1,"sivaganga district","304","499244"
"Tamil Nadu",2022,1,"tenkasi district","287","594379"
"Tamil Nadu",2022,1,"chengalpattu district","4588","5867983"
"Tamil Nadu",2022,1,"kanniyakumari district","552","1012992"
"Tamil Nadu",2022,1,"tirunelveli district","596","880850"
"Tamil Nadu",2022,1,"thiruvallur district","5793","7146597"
"Tamil Nadu",2022,1,"theni district","363","601250"
"Tamil Nadu",2022,1,"ranipet district","465","679825"
"Tamil Nadu",2022,1,"namakkal district","606","989125"
"Tamil Nadu",2022,1,"vellore district","653","1013919"
"Tamil Nadu",2022,1,"thiruvarur district","254","395558"
"Tamil Nadu",2022,2,"tiruchirappalli district","1008","1443635"
"Tamil Nadu",2022,2,"ramanathapuram district","247","429895"
"Tamil Nadu",2022,2,"krishnagiri district","1589","2378328"
"Tamil Nadu",2022,2,"cuddalore district","582","924624"
"Tamil Nadu",2022,2,"kancheepuram district","3162","3846819"
"Tamil Nadu",2022,2,"tiruppur district","2124","2931960"
"Tamil Nadu",2022,2,"dharmapuri district","383","583844"
"Tamil Nadu",2022,2,"thoothukkudi district","427","681029"
"Tamil Nadu",2022,2,"thanjavur district","623","982120"
"Tamil Nadu",2022,2,"madurai district","1698","2180677"
"Tamil Nadu",2022,2,"tiruvannamalai district","385","584932"
"Tamil Nadu",2022,2,"salem district","1359","1934101"
"Tamil Nadu",2022,2,"nagapattinam district","291","571550"
"Tamil Nadu",2022,2,"tirupathur district","338","578309"
"Tamil Nadu",2022,2,"ariyalur district","131","189617"
"Tamil Nadu",2022,2,"chennai district","8966","9428379"
"Tamil Nadu",2022,2,"the nilgiris district","288","635126"
"Tamil Nadu",2022,2,"erode district","1095","1709224"
"Tamil Nadu",2022,2,"karur district","275","510904"
"Tamil Nadu",2022,2,"kallakkurichi district","198","353123"
"Tamil Nadu",2022,2,"viluppuram district","444","731447"
"Tamil Nadu",2022,2,"pudukkottai district","211","308306"
"Tamil Nadu",2022,2,"perambalur district","84","128671"
"Tamil Nadu",2022,2,"coimbatore district","4859","6626440"
"Tamil Nadu",2022,2,"virudhunagar district","395","570429"
"Tamil Nadu",2022,2,"dindigul district","641","1081508"
"Tamil Nadu",2022,2,"sivaganga district","297","508730"
"Tamil Nadu",2022,2,"tenkasi district","249","451084"
"Tamil Nadu",2022,2,"chengalpattu district","5135","6248146"
"Tamil Nadu",2022,2,"kanniyakumari district","603","995272"
"Tamil Nadu",2022,2,"tirunelveli district","602","929200"
"Tamil Nadu",2022,2,"thiruvallur district","5732","6846087"
"Tamil Nadu",2022,2,"theni district","409","641632"
"Tamil Nadu",2022,2,"ranipet district","341","543961"
"Tamil Nadu",2022,2,"namakkal district","729","985030"
"Tamil Nadu",2022,2,"vellore district","601","951426"
"Tamil Nadu",2022,2,"thiruvarur district","213","409555"
"Tamil Nadu",2022,3,"tiruchirappalli district","1475","2188413"
"Tamil Nadu",2022,3,"ramanathapuram district","337","474333"
"Tamil Nadu",2022,3,"krishnagiri district","2049","2783886"
"Tamil Nadu",2022,3,"cuddalore district","919","1242691"
"Tamil Nadu",2022,3,"kancheepuram district","4007","4599265"
"Tamil Nadu",2022,3,"tiruppur district","3159","4086616"
"Tamil Nadu",2022,3,"dharmapuri district","510","784874"
"Tamil Nadu",2022,3,"thoothukkudi district","664","1022686"
"Tamil Nadu",2022,3,"thanjavur district","943","1270931"
"Tamil Nadu",2022,3,"madurai district","2580","3145380"
"Tamil Nadu",2022,3,"tiruvannamalai district","593","837249"
"Tamil Nadu",2022,3,"salem district","2209","2747178"
"Tamil Nadu",2022,3,"nagapattinam district","475","714624"
"Tamil Nadu",2022,3,"tirupathur district","450","615114"
"Tamil Nadu",2022,3,"ariyalur district","232","319274"
"Tamil Nadu",2022,3,"chennai district","12059","12069618"
"Tamil Nadu",2022,3,"the nilgiris district","366","638373"
"Tamil Nadu",2022,3,"erode district","1604","2050237"
"Tamil Nadu",2022,3,"karur district","445","559683"
"Tamil Nadu",2022,3,"kallakkurichi district","298","451963"
"Tamil Nadu",2022,3,"viluppuram district","584","947508"
"Tamil Nadu",2022,3,"pudukkottai district","282","411748"
"Tamil Nadu",2022,3,"perambalur district","117","203331"
"Tamil Nadu",2022,3,"coimbatore district","6704","8554497"
"Tamil Nadu",2022,3,"virudhunagar district","560","761911"
"Tamil Nadu",2022,3,"dindigul district","849","1326297"
"Tamil Nadu",2022,3,"sivaganga district","432","680435"
"Tamil Nadu",2022,3,"tenkasi district","377","570459"
"Tamil Nadu",2022,3,"chengalpattu district","6535","7905304"
"Tamil Nadu",2022,3,"kanniyakumari district","742","1186626"
"Tamil Nadu",2022,3,"tirunelveli district","821","1156720"
"Tamil Nadu",2022,3,"thiruvallur district","7766","8767762"
"Tamil Nadu",2022,3,"theni district","540","749102"
"Tamil Nadu",2022,3,"ranipet district","571","738713"
"Tamil Nadu",2022,3,"namakkal district","928","1271158"
"Tamil Nadu",2022,3,"vellore district","836","1401266"
"Tamil Nadu",2022,3,"thiruvarur district","338","512295"
"Tamil Nadu",2022,4,"tiruchirappalli district","3089","3688816"
"Tamil Nadu",2022,4,"ramanathapuram district","721","986454"
"Tamil Nadu",2022,4,"krishnagiri district","3025","3993729"
"Tamil Nadu",2022,4,"cuddalore district","1883","2365883"
"Tamil Nadu",2022,4,"kancheepuram district","7909","8581184"
"Tamil Nadu",2022,4,"tiruppur district","8141","9483703"
"Tamil Nadu",2022,4,"dharmapuri district","1179","1612164"
"Tamil Nadu",2022,4,"thoothukkudi district","1306","1813185"
"Tamil Nadu",2022,4,"thanjavur district","1744","2189367"
"Tamil Nadu",2022,4,"madurai district","5446","6050332"
"Tamil Nadu",2022,4,"tiruvannamalai district","1166","1571135"
"Tamil Nadu",2022,4,"salem district","3949","4750490"
"Tamil Nadu",2022,4,"nagapattinam district","967","1314038"
"Tamil Nadu",2022,4,"tirupathur district","804","1068983"
"Tamil Nadu",2022,4,"ariyalur district","567","657902"
"Tamil Nadu",2022,4,"chennai district","21588","21184965"
"Tamil Nadu",2022,4,"the nilgiris district","707","1252582"
"Tamil Nadu",2022,4,"erode district","2921","3681867"
"Tamil Nadu",2022,4,"karur district","851","1174338"
"Tamil Nadu",2022,4,"kallakkurichi district","480","728707"
"Tamil Nadu",2022,4,"viluppuram district","1280","1733757"
"Tamil Nadu",2022,4,"pudukkottai district","770","1006928"
"Tamil Nadu",2022,4,"perambalur district","363","431433"
"Tamil Nadu",2022,4,"coimbatore district","12780","15595276"
"Tamil Nadu",2022,4,"virudhunagar district","1243","1482907"
"Tamil Nadu",2022,4,"dindigul district","2092","2823542"
"Tamil Nadu",2022,4,"sivaganga district","999","1306426"
"Tamil Nadu",2022,4,"tenkasi district","882","1159913"
"Tamil Nadu",2022,4,"chengalpattu district","12532","14457953"
"Tamil Nadu",2022,4,"kanniyakumari district","1600","2340651"
"Tamil Nadu",2022,4,"tirunelveli district","1580","2077649"
"Tamil Nadu",2022,4,"thiruvallur district","14602","15650997"
"Tamil Nadu",2022,4,"theni district","1199","1544440"
"Tamil Nadu",2022,4,"ranipet district","1128","1514689"
"Tamil Nadu",2022,4,"namakkal district","1684","2095785"
"Tamil Nadu",2022,4,"vellore district","1437","1831554"
"Tamil Nadu",2022,4,"thiruvarur district","877","1254066"
"Tamil Nadu",2023,1,"tiruchirappalli district","1856","2656812"
"Tamil Nadu",2023,1,"ramanathapuram district","444","700951"
"Tamil Nadu",2023,1,"krishnagiri district","2241","3438813"
"Tamil Nadu",2023,1,"cuddalore district","1361","2049733"
"Tamil Nadu",2023,1,"kancheepuram district","6509","7876962"
"Tamil Nadu",2023,1,"tiruppur district","4156","5722551"
"Tamil Nadu",2023,1,"dharmapuri district","555","830407"
"Tamil Nadu",2023,1,"thoothukkudi district","695","1064607"
"Tamil Nadu",2023,1,"thanjavur district","1165","1743831"
"Tamil Nadu",2023,1,"madurai district","3374","4231159"
"Tamil Nadu",2023,1,"tiruvannamalai district","763","1064885"
"Tamil Nadu",2023,1,"salem district","2276","3567805"
"Tamil Nadu",2023,1,"nagapattinam district","628","951441"
"Tamil Nadu",2023,1,"tirupathur district","498","811062"
"Tamil Nadu",2023,1,"ariyalur district","350","466602"
"Tamil Nadu",2023,1,"chennai district","20140","20511279"
"Tamil Nadu",2023,1,"the nilgiris district","459","949947"
"Tamil Nadu",2023,1,"erode district","1715","2905765"
"Tamil Nadu",2023,1,"karur district","529","840372"
"Tamil Nadu",2023,1,"kallakkurichi district","378","572962"
"Tamil Nadu",2023,1,"viluppuram district","914","1400424"
"Tamil Nadu",2023,1,"pudukkottai district","354","477775"
"Tamil Nadu",2023,1,"perambalur district","134","224947"
"Tamil Nadu",2023,1,"coimbatore district","8237","11516151"
"Tamil Nadu",2023,1,"virudhunagar district","747","1009833"
"Tamil Nadu",2023,1,"dindigul district","1055","1804978"
"Tamil Nadu",2023,1,"sivaganga district","484","754579"
"Tamil Nadu",2023,1,"tenkasi district","443","668955"
"Tamil Nadu",2023,1,"chengalpattu district","10889","13219385"
"Tamil Nadu",2023,1,"kanniyakumari district","938","1672864"
"Tamil Nadu",2023,1,"tirunelveli district","968","1396752"
"Tamil Nadu",2023,1,"thiruvallur district","11786","13822733"
"Tamil Nadu",2023,1,"theni district","637","1061239"
"Tamil Nadu",2023,1,"ranipet district","651","893464"
"Tamil Nadu",2023,1,"namakkal district","895","1483906"
"Tamil Nadu",2023,1,"vellore district","1021","1626820"
"Tamil Nadu",2023,1,"thiruvarur district","445","717471"
"Tamil Nadu",2023,2,"tiruchirappalli district","1715","2570522"
"Tamil Nadu",2023,2,"ramanathapuram district","357","503848"
"Tamil Nadu",2023,2,"krishnagiri district","2245","3368129"
"Tamil Nadu",2023,2,"cuddalore district","1276","1830379"
"Tamil Nadu",2023,2,"kancheepuram district","5617","6741272"
"Tamil Nadu",2023,2,"tiruppur district","3632","5133652"
"Tamil Nadu",2023,2,"dharmapuri district","560","846952"
"Tamil Nadu",2023,2,"thoothukkudi district","674","997002"
"Tamil Nadu",2023,2,"thanjavur district","1081","1723697"
"Tamil Nadu",2023,2,"madurai district","2807","3493908"
"Tamil Nadu",2023,2,"tiruvannamalai district","775","1165967"
"Tamil Nadu",2023,2,"salem district","2159","3040483"
"Tamil Nadu",2023,2,"nagapattinam district","592","894392"
"Tamil Nadu",2023,2,"tirupathur district","498","892473"
"Tamil Nadu",2023,2,"ariyalur district","234","307459"
"Tamil Nadu",2023,2,"chennai district","15678","16453783"
"Tamil Nadu",2023,2,"the nilgiris district","492","976952"
"Tamil Nadu",2023,2,"erode district","1601","2565724"
"Tamil Nadu",2023,2,"karur district","435","711066"
"Tamil Nadu",2023,2,"kallakkurichi district","370","611207"
"Tamil Nadu",2023,2,"viluppuram district","818","1382534"
"Tamil Nadu",2023,2,"pudukkottai district","402","612366"
"Tamil Nadu",2023,2,"perambalur district","153","227304"
"Tamil Nadu",2023,2,"coimbatore district","7642","11108776"
"Tamil Nadu",2023,2,"virudhunagar district","595","908767"
"Tamil Nadu",2023,2,"dindigul district","910","1545130"
"Tamil Nadu",2023,2,"sivaganga district","466","843986"
"Tamil Nadu",2023,2,"tenkasi district","426","743203"
"Tamil Nadu",2023,2,"chengalpattu district","9446","12053100"
"Tamil Nadu",2023,2,"kanniyakumari district","853","1643425"
"Tamil Nadu",2023,2,"tirunelveli district","928","1457940"
"Tamil Nadu",2023,2,"thiruvallur district","10840","12569262"
"Tamil Nadu",2023,2,"theni district","624","1055890"
"Tamil Nadu",2023,2,"ranipet district","649","929549"
"Tamil Nadu",2023,2,"namakkal district","878","1377463"
"Tamil Nadu",2023,2,"vellore district","865","1475845"
"Tamil Nadu",2023,2,"thiruvarur district","405","564784"
"Tamil Nadu",2023,3,"tiruchirappalli district","2159","2940470"
"Tamil Nadu",2023,3,"ramanathapuram district","416","573665"
"Tamil Nadu",2023,3,"krishnagiri district","2762","3917713"
"Tamil Nadu",2023,3,"cuddalore district","1568","2412390"
"Tamil Nadu",2023,3,"kancheepuram district","6210","7517191"
"Tamil Nadu",2023,3,"tiruppur district","4011","5538630"
"Tamil Nadu",2023,3,"dharmapuri district","723","1208053"
"Tamil Nadu",2023,3,"thoothukkudi district","742","1228771"
"Tamil Nadu",2023,3,"thanjavur district","1271","1715958"
"Tamil Nadu",2023,3,"madurai district","3482","3880637"
"Tamil Nadu",2023,3,"tiruvannamalai district","905","1301476"
"Tamil Nadu",2023,3,"salem district","2839","3721101"
"Tamil Nadu",2023,3,"nagapattinam district","825","1138414"
"Tamil Nadu",2023,3,"tirupathur district","573","887565"
"Tamil Nadu",2023,3,"ariyalur district","356","437403"
"Tamil Nadu",2023,3,"chennai district","17189","16904783"
"Tamil Nadu",2023,3,"the nilgiris district","587","956502"
"Tamil Nadu",2023,3,"erode district","1873","2733513"
"Tamil Nadu",2023,3,"karur district","556","904019"
"Tamil Nadu",2023,3,"kallakkurichi district","468","619617"
"Tamil Nadu",2023,3,"viluppuram district","1091","1479600"
"Tamil Nadu",2023,3,"pudukkottai district","569","646934"
"Tamil Nadu",2023,3,"perambalur district","184","331667"
"Tamil Nadu",2023,3,"coimbatore district","9191","12345880"
"Tamil Nadu",2023,3,"virudhunagar district","719","959150"
"Tamil Nadu",2023,3,"dindigul district","1193","1896683"
"Tamil Nadu",2023,3,"sivaganga district","575","842408"
"Tamil Nadu",2023,3,"tenkasi district","493","683080"
"Tamil Nadu",2023,3,"chengalpattu district","10034","12400195"
"Tamil Nadu",2023,3,"kanniyakumari district","946","1689767"
"Tamil Nadu",2023,3,"tirunelveli district","1148","1588116"
"Tamil Nadu",2023,3,"thiruvallur district","11243","13346229"
"Tamil Nadu",2023,3,"theni district","724","1035771"
"Tamil Nadu",2023,3,"ranipet district","826","1063558"
"Tamil Nadu",2023,3,"namakkal district","1051","1482656"
"Tamil Nadu",2023,3,"vellore district","1022","1616090"
"Tamil Nadu",2023,3,"thiruvarur district","545","679938"
"Tamil Nadu",2023,4,"tiruchirappalli district","2475","3470880"
"Tamil Nadu",2023,4,"ramanathapuram district","517","640062"
"Tamil Nadu",2023,4,"krishnagiri district","3172","4852330"
"Tamil Nadu",2023,4,"cuddalore district","1551","2329665"
"Tamil Nadu",2023,4,"kancheepuram district","6875","8403688"
"Tamil Nadu",2023,4,"tiruppur district","5883","8071753"
"Tamil Nadu",2023,4,"dharmapuri district","873","1263490"
"Tamil Nadu",2023,4,"thoothukkudi district","907","1457770"
"Tamil Nadu",2023,4,"thanjavur district","1407","2075531"
"Tamil Nadu",2023,4,"madurai district","4414","5508470"
"Tamil Nadu",2023,4,"tiruvannamalai district","1036","1430550"
"Tamil Nadu",2023,4,"salem district","3180","4420307"
"Tamil Nadu",2023,4,"nagapattinam district","854","1134183"
"Tamil Nadu",2023,4,"tirupathur district","669","1068817"
"Tamil Nadu",2023,4,"ariyalur district","372","464685"
"Tamil Nadu",2023,4,"chennai district","18144","19953865"
"Tamil Nadu",2023,4,"the nilgiris district","718","1517410"
"Tamil Nadu",2023,4,"erode district","2404","3568004"
"Tamil Nadu",2023,4,"karur district","707","1047957"
"Tamil Nadu",2023,4,"kallakkurichi district","472","672872"
"Tamil Nadu",2023,4,"viluppuram district","1284","1936817"
"Tamil Nadu",2023,4,"pudukkottai district","588","917795"
"Tamil Nadu",2023,4,"perambalur district","236","323301"
"Tamil Nadu",2023,4,"coimbatore district","11552","16411541"
"Tamil Nadu",2023,4,"virudhunagar district","925","1311831"
"Tamil Nadu",2023,4,"dindigul district","1396","2302850"
"Tamil Nadu",2023,4,"sivaganga district","773","1132557"
"Tamil Nadu",2023,4,"tenkasi district","636","920704"
"Tamil Nadu",2023,4,"chengalpattu district","11085","14820002"
"Tamil Nadu",2023,4,"kanniyakumari district","1196","2137532"
"Tamil Nadu",2023,4,"tirunelveli district","1313","1737016"
"Tamil Nadu",2023,4,"thiruvallur district","12314","14959202"
"Tamil Nadu",2023,4,"theni district","936","1403542"
"Tamil Nadu",2023,4,"ranipet district","893","1241927"
"Tamil Nadu",2023,4,"namakkal district","1329","1930753"
"Tamil Nadu",2023,4,"vellore district","1207","1823526"
"Tamil Nadu",2023,4,"thiruvarur district","578","770611"
"Tamil Nadu",2024,1,"tiruchirappalli district","2215","3157581"
"Tamil Nadu",2024,1,"ramanathapuram district","546","690761"
"Tamil Nadu",2024,1,"krishnagiri district","3285","4832657"
"Tamil Nadu",2024,1,"cuddalore district","1791","2673146"
"Tamil Nadu",2024,1,"kancheepuram district","7773","9969005"
"Tamil Nadu",2024,1,"tiruppur district","5591","7715676"
"Tamil Nadu",2024,1,"dharmapuri district","970","1265629"
"Tamil Nadu",2024,1,"thoothukkudi district","1037","1548023"
"Tamil Nadu",2024,1,"thanjavur district","1476","2078335"
"Tamil Nadu",2024,1,"madurai district","4067","4939832"
"Tamil Nadu",2024,1,"tiruvannamalai district","1250","1702989"
"Tamil Nadu",2024,1,"salem district","3249","4460786"
"Tamil Nadu",2024,1,"nagapattinam district","898","1177959"
"Tamil Nadu",2024,1,"tirupathur district","748","1022773"
"Tamil Nadu",2024,1,"ariyalur district","394","402075"
"Tamil Nadu",2024,1,"chennai district","20315","23283126"
"Tamil Nadu",2024,1,"the nilgiris district","697","1307140"
"Tamil Nadu",2024,1,"erode district","2399","3459007"
"Tamil Nadu",2024,1,"karur district","739","1165631"
"Tamil Nadu",2024,1,"kallakkurichi district","612","820096"
"Tamil Nadu",2024,1,"viluppuram district","1370","1950223"
"Tamil Nadu",2024,1,"pudukkottai district","616","751518"
"Tamil Nadu",2024,1,"perambalur district","236","281135"
"Tamil Nadu",2024,1,"coimbatore district","10809","16192243"
"Tamil Nadu",2024,1,"virudhunagar district","969","1251311"
"Tamil Nadu",2024,1,"dindigul district","1611","2680920"
"Tamil Nadu",2024,1,"sivaganga district","770","1100331"
"Tamil Nadu",2024,1,"tenkasi district","671","891060"
"Tamil Nadu",2024,1,"chengalpattu district","12435","17039816"
"Tamil Nadu",2024,1,"kanniyakumari district","1264","2105662"
"Tamil Nadu",2024,1,"tirunelveli district","1586","2100827"
"Tamil Nadu",2024,1,"thiruvallur district","13891","17283816"
"Tamil Nadu",2024,1,"theni district","939","1453415"
"Tamil Nadu",2024,1,"ranipet district","994","1351537"
"Tamil Nadu",2024,1,"namakkal district","1431","1961139"
"Tamil Nadu",2024,1,"vellore district","1277","2027235"
"Tamil Nadu",2024,1,"thiruvarur district","600","881760"
"Telangana",2020,2,"narayanpet district","21","4626"
"Telangana",2020,2,"nalgonda district","335","71500"
"Telangana",2020,2,"jangaon district","101","22256"
"Telangana",2020,2,"bhadradri kothagudem district","180","38966"
"Telangana",2020,2,"warangal rural district","100","20821"
"Telangana",2020,2,"kumuram bheem asifabad district","46","9879"
"Telangana",2020,2,"nizamabad district","379","73253"
"Telangana",2020,2,"adilabad district","44","9191"
"Telangana",2020,2,"rajanna sircilla district","92","19833"
"Telangana",2020,2,"nagarkurnool district","102","21605"
"Telangana",2020,2,"peddapalle district","213","44319"
"Telangana",2020,2,"nirmal district","70","14299"
"Telangana",2020,2,"mahabubabad district","113","23167"
"Telangana",2020,2,"sangareddy district","712","134962"
"Telangana",2020,2,"wanaparthy district","61","14337"
"Telangana",2020,2,"vikarabad district","78","17263"
"Telangana",2020,2,"jagtial district","116","26068"
"Telangana",2020,2,"yadadri bhuvanagiri district","132","27809"
"Telangana",2020,2,"medak district","77","16071"
"Telangana",2020,2,"mahbubnagar district","148","28077"
"Telangana",2020,2,"jaya shankar bhalupally district","55","12593"
"Telangana",2020,2,"warangal urban district","786","147920"
"Telangana",2020,2,"rangareddy district","4495","778492"
"Telangana",2020,2,"hyderabad district","4783","805518"
"Telangana",2020,2,"suryapet district","183","36435"
"Telangana",2020,2,"jogulamba gadwal district","91","19239"
"Telangana",2020,2,"kamareddy district","144","30475"
"Telangana",2020,2,"mulugu district","26","6723"
"Telangana",2020,2,"medchal malkajgiri district","4150","711890"
"Telangana",2020,2,"karimnagar district","410","78638"
"Telangana",2020,2,"mancherial district","220","42506"
"Telangana",2020,2,"siddipet district","206","41839"
"Telangana",2020,2,"khammam district","334","68883"
"Telangana",2020,3,"narayanpet district","149","32049"
"Telangana",2020,3,"nalgonda district","1035","269617"
"Telangana",2020,3,"jangaon district","273","60575"
"Telangana",2020,3,"bhadradri kothagudem district","816","217549"
"Telangana",2020,3,"warangal rural district","370","94002"
"Telangana",2020,3,"kumuram bheem asifabad district","142","38117"
"Telangana",2020,3,"nizamabad district","857","243682"
"Telangana",2020,3,"adilabad district","241","53855"
"Telangana",2020,3,"rajanna sircilla district","185","59989"
"Telangana",2020,3,"nagarkurnool district","293","73011"
"Telangana",2020,3,"peddapalle district","609","170114"
"Telangana",2020,3,"nirmal district","266","72468"
"Telangana",2020,3,"mahabubabad district","342","86451"
"Telangana",2020,3,"sangareddy district","1442","363881"
"Telangana",2020,3,"wanaparthy district","205","52693"
"Telangana",2020,3,"vikarabad district","290","69322"
"Telangana",2020,3,"jagtial district","490","139624"
"Telangana",2020,3,"yadadri bhuvanagiri district","316","72815"
"Telangana",2020,3,"medak district","252","67248"
"Telangana",2020,3,"mahbubnagar district","525","130393"
"Telangana",2020,3,"jaya shankar bhalupally district","206","52742"
"Telangana",2020,3,"warangal urban district","1612","385281"
"Telangana",2020,3,"rangareddy district","6340","1509162"
"Telangana",2020,3,"hyderabad district","6331","1397580"
"Telangana",2020,3,"suryapet district","639","153796"
"Telangana",2020,3,"jogulamba gadwal district","221","54595"
"Telangana",2020,3,"kamareddy district","457","118381"
"Telangana",2020,3,"mulugu district","107","27634"
"Telangana",2020,3,"medchal malkajgiri district","5929","1415970"
"Telangana",2020,3,"karimnagar district","1157","313760"
"Telangana",2020,3,"mancherial district","531","142803"
"Telangana",2020,3,"siddipet district","541","149772"
"Telangana",2020,3,"khammam district","1226","317612"
"Telangana",2020,4,"narayanpet district","74","22761"
"Telangana",2020,4,"nalgonda district","834","464673"
"Telangana",2020,4,"jangaon district","159","73054"
"Telangana",2020,4,"bhadradri kothagudem district","597","290516"
"Telangana",2020,4,"warangal rural district","257","110578"
"Telangana",2020,4,"kumuram bheem asifabad district","107","49848"
"Telangana",2020,4,"nizamabad district","491","256473"
"Telangana",2020,4,"adilabad district","174","70112"
"Telangana",2020,4,"rajanna sircilla district","172","61230"
"Telangana",2020,4,"nagarkurnool district","175","71716"
"Telangana",2020,4,"peddapalle district","408","194179"
"Telangana",2020,4,"nirmal district","209","98114"
"Telangana",2020,4,"mahabubabad district","204","104128"
"Telangana",2020,4,"sangareddy district","797","507751"
"Telangana",2020,4,"wanaparthy district","126","51086"
"Telangana",2020,4,"vikarabad district","161","76221"
"Telangana",2020,4,"jagtial district","296","145110"
"Telangana",2020,4,"yadadri bhuvanagiri district","254","152909"
"Telangana",2020,4,"medak district","198","120566"
"Telangana",2020,4,"mahbubnagar district","292","152298"
"Telangana",2020,4,"jaya shankar bhalupally district","151","71066"
"Telangana",2020,4,"warangal urban district","1030","522488"
"Telangana",2020,4,"rangareddy district","3486","2124943"
"Telangana",2020,4,"hyderabad district","3682","1892565"
"Telangana",2020,4,"suryapet district","445","211438"
"Telangana",2020,4,"jogulamba gadwal district","136","42936"
"Telangana",2020,4,"kamareddy district","299","131614"
"Telangana",2020,4,"mulugu district","84","34417"
"Telangana",2020,4,"medchal malkajgiri district","3298","2034226"
"Telangana",2020,4,"karimnagar district","649","307932"
"Telangana",2020,4,"mancherial district","515","274989"
"Telangana",2020,4,"siddipet district","387","175621"
"Telangana",2020,4,"khammam district","814","441541"
"Telangana",2021,1,"narayanpet district","127","63895"
"Telangana",2021,1,"nalgonda district","1034","573172"
"Telangana",2021,1,"jangaon district","248","96090"
"Telangana",2021,1,"bhadradri kothagudem district","685","366242"
"Telangana",2021,1,"warangal rural district","371","163692"
"Telangana",2021,1,"kumuram bheem asifabad district","159","95708"
"Telangana",2021,1,"nizamabad district","749","330191"
"Telangana",2021,1,"adilabad district","246","148265"
"Telangana",2021,1,"rajanna sircilla district","240","105084"
