"states","years","quarter","district","transaction_count","transaction_amount"
"Uttarakhand",2021,2,"nainital district","205","288133"
"Uttarakhand",2021,2,"dehradun district","858","1143631"
"Uttarakhand",2021,2,"chamoli district","67","77488"
"Uttarakhand",2021,2,"almora district","86","112828"
"Uttarakhand",2021,2,"uttarkashi district","36","45443"
"Uttarakhand",2021,2,"pithoragarh district","72","82135"
"Uttarakhand",2021,2,"rudraprayag district","21","18729"
"Uttarakhand",2021,2,"pauri garhwal district","136","166197"
"Uttarakhand",2021,2,"tehri garhwal district","87","144359"
"Uttarakhand",2021,3,"bageshwar district","25","33910"
"Uttarakhand",2021,3,"udham singh nagar district","638","701929"
"Uttarakhand",2021,3,"haridwar district","1255","1050466"
"Uttarakhand",2021,3,"champawat district","52","89402"
"Uttarakhand",2021,3,"nainital district","364","472151"
"Uttarakhand",2021,3,"dehradun district","1112","1329330"
"Uttarakhand",2021,3,"chamoli district","72","114681"
"Uttarakhand",2021,3,"almora district","113","158721"
"Uttarakhand",2021,3,"uttarkashi district","43","71719"
"Uttarakhand",2021,3,"pithoragarh district","85","150869"
"Uttarakhand",2021,3,"rudraprayag district","49","84242"
"Uttarakhand",2021,3,"pauri garhwal district","221","271961"
"Uttarakhand",2021,3,"tehri garhwal district","82","117190"
"Uttarakhand",2021,4,"bageshwar district","47","80908"
"Uttarakhand",2021,4,"udham singh nagar district","899","1120952"
"Uttarakhand",2021,4,"haridwar district","1235","1394942"
"Uttarakhand",2021,4,"champawat district","83","179513"
"Uttarakhand",2021,4,"nainital district","665","915316"
"Uttarakhand",2021,4,"dehradun district","1681","2630885"
"Uttarakhand",2021,4,"chamoli district","95","170770"
"Uttarakhand",2021,4,"almora district","127","212761"
"Uttarakhand",2021,4,"uttarkashi district","61","108125"
"Uttarakhand",2021,4,"pithoragarh district","163","282298"
"Uttarakhand",2021,4,"rudraprayag district","51","79492"
"Uttarakhand",2021,4,"pauri garhwal district","310","469713"
"Uttarakhand",2021,4,"tehri garhwal district","112","203345"
"Uttarakhand",2022,1,"bageshwar district","45","100552"
"Uttarakhand",2022,1,"udham singh nagar district","847","1300676"
"Uttarakhand",2022,1,"haridwar district","1029","1529648"
"Uttarakhand",2022,1,"champawat district","61","95012"
"Uttarakhand",2022,1,"nainital district","646","1016607"
"Uttarakhand",2022,1,"dehradun district","1774","2986200"
"Uttarakhand",2022,1,"chamoli district","97","227232"
"Uttarakhand",2022,1,"almora district","110","231528"
"Uttarakhand",2022,1,"uttarkashi district","75","149678"
"Uttarakhand",2022,1,"pithoragarh district","133","254885"
"Uttarakhand",2022,1,"rudraprayag district","72","156271"
"Uttarakhand",2022,1,"pauri garhwal district","292","513474"
"Uttarakhand",2022,1,"tehri garhwal district","158","263185"
"Uttarakhand",2022,2,"bageshwar district","47","76299"
"Uttarakhand",2022,2,"udham singh nagar district","785","1188827"
"Uttarakhand",2022,2,"haridwar district","974","1467514"
"Uttarakhand",2022,2,"champawat district","76","110116"
"Uttarakhand",2022,2,"nainital district","682","1005330"
"Uttarakhand",2022,2,"dehradun district","2015","3197024"
"Uttarakhand",2022,2,"chamoli district","141","293929"
"Uttarakhand",2022,2,"almora district","179","319008"
"Uttarakhand",2022,2,"uttarkashi district","110","198886"
"Uttarakhand",2022,2,"pithoragarh district","168","241163"
"Uttarakhand",2022,2,"rudraprayag district","73","119508"
"Uttarakhand",2022,2,"pauri garhwal district","327","604216"
"Uttarakhand",2022,2,"tehri garhwal district","196","346493"
"Uttarakhand",2022,3,"bageshwar district","77","137073"
"Uttarakhand",2022,3,"udham singh nagar district","1106","1480288"
"Uttarakhand",2022,3,"haridwar district","1141","1636841"
"Uttarakhand",2022,3,"champawat district","104","184780"
"Uttarakhand",2022,3,"nainital district","805","1153568"
"Uttarakhand",2022,3,"dehradun district","2235","3326547"
"Uttarakhand",2022,3,"chamoli district","132","236958"
"Uttarakhand",2022,3,"almora district","212","392745"
"Uttarakhand",2022,3,"uttarkashi district","84","166968"
"Uttarakhand",2022,3,"pithoragarh district","218","294097"
"Uttarakhand",2022,3,"rudraprayag district","62","108564"
"Uttarakhand",2022,3,"pauri garhwal district","398","581563"
"Uttarakhand",2022,3,"tehri garhwal district","210","370180"
"Uttarakhand",2022,4,"bageshwar district","106","203627"
"Uttarakhand",2022,4,"udham singh nagar district","1364","1880392"
"Uttarakhand",2022,4,"haridwar district","1487","2219064"
"Uttarakhand",2022,4,"champawat district","120","231116"
"Uttarakhand",2022,4,"nainital district","1098","1596483"
"Uttarakhand",2022,4,"dehradun district","2944","4789862"
"Uttarakhand",2022,4,"chamoli district","145","313403"
"Uttarakhand",2022,4,"almora district","255","527702"
"Uttarakhand",2022,4,"uttarkashi district","106","169544"
"Uttarakhand",2022,4,"pithoragarh district","241","419628"
"Uttarakhand",2022,4,"rudraprayag district","105","161845"
"Uttarakhand",2022,4,"pauri garhwal district","523","863303"
"Uttarakhand",2022,4,"tehri garhwal district","256","441778"
"Uttarakhand",2023,1,"bageshwar district","60","122240"
"Uttarakhand",2023,1,"udham singh nagar district","1211","2199841"
"Uttarakhand",2023,1,"haridwar district","1333","2613631"
"Uttarakhand",2023,1,"champawat district","101","204855"
"Uttarakhand",2023,1,"nainital district","803","1294101"
"Uttarakhand",2023,1,"dehradun district","2611","4615566"
"Uttarakhand",2023,1,"chamoli district","131","240907"
"Uttarakhand",2023,1,"almora district","199","421827"
"Uttarakhand",2023,1,"uttarkashi district","96","188913"
"Uttarakhand",2023,1,"pithoragarh district","236","412777"
"Uttarakhand",2023,1,"rudraprayag district","92","213000"
"Uttarakhand",2023,1,"pauri garhwal district","450","712712"
"Uttarakhand",2023,1,"tehri garhwal district","229","358656"
"Uttarakhand",2023,2,"bageshwar district","63","89071"
"Uttarakhand",2023,2,"udham singh nagar district","1346","2119816"
"Uttarakhand",2023,2,"haridwar district","1301","2352512"
"Uttarakhand",2023,2,"champawat district","98","177470"
"Uttarakhand",2023,2,"nainital district","860","1499565"
"Uttarakhand",2023,2,"dehradun district","2830","4928013"
"Uttarakhand",2023,2,"chamoli district","160","353627"
"Uttarakhand",2023,2,"almora district","226","468657"
"Uttarakhand",2023,2,"uttarkashi district","122","219180"
"Uttarakhand",2023,2,"pithoragarh district","256","402449"
"Uttarakhand",2023,2,"rudraprayag district","86","177992"
"Uttarakhand",2023,2,"pauri garhwal district","449","834933"
"Uttarakhand",2023,2,"tehri garhwal district","254","411630"
"Uttarakhand",2023,3,"bageshwar district","87","127031"
"Uttarakhand",2023,3,"udham singh nagar district","1368","2002699"
"Uttarakhand",2023,3,"haridwar district","1237","2120521"
"Uttarakhand",2023,3,"champawat district","111","175544"
"Uttarakhand",2023,3,"nainital district","850","1344731"
"Uttarakhand",2023,3,"dehradun district","2753","4269377"
"Uttarakhand",2023,3,"chamoli district","120","262413"
"Uttarakhand",2023,3,"almora district","238","427365"
"Uttarakhand",2023,3,"uttarkashi district","96","169217"
"Uttarakhand",2023,3,"pithoragarh district","259","463687"
"Uttarakhand",2023,3,"rudraprayag district","84","171376"
"Uttarakhand",2023,3,"pauri garhwal district","466","723598"
"Uttarakhand",2023,3,"tehri garhwal district","187","379190"
"Uttarakhand",2023,4,"bageshwar district","91","173452"
"Uttarakhand",2023,4,"udham singh nagar district","1667","3091689"
"Uttarakhand",2023,4,"haridwar district","1693","3183018"
"Uttarakhand",2023,4,"champawat district","154","266866"
"Uttarakhand",2023,4,"nainital district","1086","1911707"
"Uttarakhand",2023,4,"dehradun district","3417","6454643"
"Uttarakhand",2023,4,"chamoli district","232","619715"
"Uttarakhand",2023,4,"almora district","278","589368"
"Uttarakhand",2023,4,"uttarkashi district","142","275763"
"Uttarakhand",2023,4,"pithoragarh district","274","554770"
"Uttarakhand",2023,4,"rudraprayag district","94","185961"
"Uttarakhand",2023,4,"pauri garhwal district","592","1037849"
"Uttarakhand",2023,4,"tehri garhwal district","320","700351"
"Uttarakhand",2024,1,"bageshwar district","78","105814"
"Uttarakhand",2024,1,"udham singh nagar district","1804","2873929"
"Uttarakhand",2024,1,"haridwar district","2141","3803423"
"Uttarakhand",2024,1,"champawat district","139","244147"
"Uttarakhand",2024,1,"nainital district","1195","2066666"
"Uttarakhand",2024,1,"dehradun district","4033","6937954"
"Uttarakhand",2024,1,"chamoli district","219","367270"
"Uttarakhand",2024,1,"almora district","296","527121"
"Uttarakhand",2024,1,"uttarkashi district","148","244752"
"Uttarakhand",2024,1,"pithoragarh district","314","576592"
"Uttarakhand",2024,1,"rudraprayag district","139","228013"
"Uttarakhand",2024,1,"pauri garhwal district","676","986721"
"Uttarakhand",2024,1,"tehri garhwal district","351","569081"
"West Bengal",2020,2,"south twenty four parganas district","502","100403"
"West Bengal",2020,2,"purba bardhaman district","176","36623"
"West Bengal",2020,2,"uttar dinajpur district","93","19264"
"West Bengal",2020,2,"kalimpong district","3","739"
"West Bengal",2020,2,"murshidabad district","206","42028"
"West Bengal",2020,2,"paschim medinipur district","270","56494"
"West Bengal",2020,2,"dakshin dinajpur district","29","6935"
"West Bengal",2020,2,"jalpaiguri district","91","20417"
"West Bengal",2020,2,"purulia district","101","20567"
"West Bengal",2020,2,"north twenty four parganas district","2047","355405"
"West Bengal",2020,2,"bankura district","108","24300"
"West Bengal",2020,2,"jhargram district","8","2147"
"West Bengal",2020,2,"howrah district","631","114387"
"West Bengal",2020,2,"hooghly district","565","108804"
"West Bengal",2020,2,"kolkata district","1288","224075"
"West Bengal",2020,2,"koch bihar district","40","8680"
"West Bengal",2020,2,"alipurduar district","55","11927"
"West Bengal",2020,2,"paschim bardhaman district","351","71221"
"West Bengal",2020,2,"nadia district","317","61692"
"West Bengal",2020,2,"birbhum district","109","22565"
"West Bengal",2020,2,"purba medinipur district","274","56622"
"West Bengal",2020,2,"maldah district","108","21988"
"West Bengal",2020,2,"darjiling district","247","45481"
"West Bengal",2020,3,"south twenty four parganas district","774","175635"
"West Bengal",2020,3,"purba bardhaman district","436","91707"
"West Bengal",2020,3,"uttar dinajpur district","179","29463"
"West Bengal",2020,3,"kalimpong district","12","4338"
"West Bengal",2020,3,"murshidabad district","458","86182"
"West Bengal",2020,3,"paschim medinipur district","564","133265"
"West Bengal",2020,3,"dakshin dinajpur district","103","18393"
"West Bengal",2020,3,"jalpaiguri district","178","50965"
"West Bengal",2020,3,"purulia district","228","61556"
"West Bengal",2020,3,"north twenty four parganas district","2689","617166"
"West Bengal",2020,3,"bankura district","318","83055"
"West Bengal",2020,3,"jhargram district","63","14667"
"West Bengal",2020,3,"howrah district","846","181661"
"West Bengal",2020,3,"hooghly district","847","201886"
"West Bengal",2020,3,"kolkata district","1833","435620"
"West Bengal",2020,3,"koch bihar district","146","29449"
"West Bengal",2020,3,"alipurduar district","129","26591"
"West Bengal",2020,3,"paschim bardhaman district","757","186165"
"West Bengal",2020,3,"nadia district","521","110858"
"West Bengal",2020,3,"birbhum district","280","56245"
"West Bengal",2020,3,"purba medinipur district","581","142104"
"West Bengal",2020,3,"maldah district","322","65977"
"West Bengal",2020,3,"darjiling district","332","75534"
"West Bengal",2020,4,"south twenty four parganas district","607","550802"
"West Bengal",2020,4,"purba bardhaman district","347","230345"
"West Bengal",2020,4,"uttar dinajpur district","160","72655"
"West Bengal",2020,4,"kalimpong district","18","25400"
"West Bengal",2020,4,"murshidabad district","422","213072"
"West Bengal",2020,4,"paschim medinipur district","358","240211"
"West Bengal",2020,4,"dakshin dinajpur district","72","41799"
"West Bengal",2020,4,"jalpaiguri district","162","124777"
"West Bengal",2020,4,"purulia district","142","110464"
"West Bengal",2020,4,"north twenty four parganas district","1914","1511195"
"West Bengal",2020,4,"bankura district","242","163294"
"West Bengal",2020,4,"jhargram district","44","29925"
"West Bengal",2020,4,"howrah district","713","547727"
"West Bengal",2020,4,"hooghly district","569","439509"
"West Bengal",2020,4,"kolkata district","1692","1306337"
"West Bengal",2020,4,"koch bihar district","379","275427"
"West Bengal",2020,4,"alipurduar district","135","88999"
"West Bengal",2020,4,"paschim bardhaman district","563","397183"
"West Bengal",2020,4,"nadia district","380","251150"
"West Bengal",2020,4,"birbhum district","198","122183"
"West Bengal",2020,4,"purba medinipur district","439","271897"
"West Bengal",2020,4,"maldah district","303","197517"
"West Bengal",2020,4,"darjiling district","374","298587"
"West Bengal",2021,1,"south twenty four parganas district","759","588011"
"West Bengal",2021,1,"purba bardhaman district","470","356909"
"West Bengal",2021,1,"uttar dinajpur district","248","127429"
"West Bengal",2021,1,"kalimpong district","26","25744"
"West Bengal",2021,1,"murshidabad district","520","331408"
"West Bengal",2021,1,"paschim medinipur district","530","335241"
"West Bengal",2021,1,"dakshin dinajpur district","136","69696"
"West Bengal",2021,1,"jalpaiguri district","243","219236"
"West Bengal",2021,1,"purulia district","218","175543"
"West Bengal",2021,1,"north twenty four parganas district","2388","2089048"
"West Bengal",2021,1,"bankura district","277","185865"
"West Bengal",2021,1,"jhargram district","62","52693"
"West Bengal",2021,1,"howrah district","892","679890"
"West Bengal",2021,1,"hooghly district","1354","871815"
"West Bengal",2021,1,"kolkata district","3750","2611912"
"West Bengal",2021,1,"koch bihar district","444","300247"
"West Bengal",2021,1,"alipurduar district","162","132218"
"West Bengal",2021,1,"paschim bardhaman district","609","470478"
"West Bengal",2021,1,"nadia district","514","292572"
"West Bengal",2021,1,"birbhum district","304","183916"
"West Bengal",2021,1,"purba medinipur district","473","217223"
"West Bengal",2021,1,"maldah district","560","326652"
"West Bengal",2021,1,"darjiling district","549","528296"
"West Bengal",2021,2,"south twenty four parganas district","864","813571"
"West Bengal",2021,2,"purba bardhaman district","596","531232"
"West Bengal",2021,2,"uttar dinajpur district","226","179673"
"West Bengal",2021,2,"kalimpong district","18","56928"
"West Bengal",2021,2,"murshidabad district","478","271645"
"West Bengal",2021,2,"paschim medinipur district","477","367976"
"West Bengal",2021,2,"dakshin dinajpur district","102","78446"
"West Bengal",2021,2,"jalpaiguri district","222","213752"
"West Bengal",2021,2,"purulia district","204","172491"
"West Bengal",2021,2,"north twenty four parganas district","3025","2628371"
"West Bengal",2021,2,"bankura district","279","252742"
"West Bengal",2021,2,"jhargram district","60","70139"
"West Bengal",2021,2,"howrah district","969","839685"
"West Bengal",2021,2,"hooghly district","1814","1161847"
"West Bengal",2021,2,"kolkata district","2513","1919618"
"West Bengal",2021,2,"koch bihar district","232","222708"
"West Bengal",2021,2,"alipurduar district","145","143101"
"West Bengal",2021,2,"paschim bardhaman district","697","653764"
"West Bengal",2021,2,"nadia district","535","465213"
"West Bengal",2021,2,"birbhum district","279","205469"
"West Bengal",2021,2,"purba medinipur district","506","346436"
"West Bengal",2021,2,"maldah district","470","378796"
"West Bengal",2021,2,"darjiling district","489","422426"
"West Bengal",2021,3,"south twenty four parganas district","1342","1446109"
"West Bengal",2021,3,"purba bardhaman district","1246","1113357"
"West Bengal",2021,3,"uttar dinajpur district","310","264924"
"West Bengal",2021,3,"kalimpong district","27","74503"
"West Bengal",2021,3,"murshidabad district","667","565435"
"West Bengal",2021,3,"paschim medinipur district","676","675876"
"West Bengal",2021,3,"dakshin dinajpur district","124","107122"
"West Bengal",2021,3,"jalpaiguri district","472","588827"
"West Bengal",2021,3,"purulia district","260","258957"
"West Bengal",2021,3,"north twenty four parganas district","4077","3664190"
"West Bengal",2021,3,"bankura district","404","452511"
"West Bengal",2021,3,"jhargram district","78","102921"
"West Bengal",2021,3,"howrah district","1702","1365468"
"West Bengal",2021,3,"hooghly district","2972","1791035"
"West Bengal",2021,3,"kolkata district","4808","3468389"
"West Bengal",2021,3,"koch bihar district","743","505542"
"West Bengal",2021,3,"alipurduar district","183","216501"
"West Bengal",2021,3,"paschim bardhaman district","1104","1186714"
"West Bengal",2021,3,"nadia district","718","877415"
"West Bengal",2021,3,"birbhum district","416","344514"
"West Bengal",2021,3,"purba medinipur district","577","646496"
"West Bengal",2021,3,"maldah district","1082","917118"
"West Bengal",2021,3,"darjiling district","851","790413"
